ISO,WEO Subject Code,Country,Subject Descriptor,Units,Scale,2017,2018,2019,2020
ATG,GGXONLB_NGDP,Antigua and Barbuda,General government primary net lending/borrowing,Percent of GDP,,-0.138,0.041,-1.236,-3.674
ATG,GGXWDN,Antigua and Barbuda,General government net debt,National currency,Billions,,,,
ATG,GGXWDN_NGDP,Antigua and Barbuda,General government net debt,Percent of GDP,,,,,
ATG,GGXWDG,Antigua and Barbuda,General government gross debt,National currency,Billions,3.654,3.803,3.702,3.754
ATG,GGXWDG_NGDP,Antigua and Barbuda,General government gross debt,Percent of GDP,,92.193,87.764,81.839,98.177
ATG,NGDP_FY,Antigua and Barbuda,"Gross domestic product corresponding to fiscal year, current prices",National currency,Billions,3.964,4.333,4.524,3.824
ATG,BCA,Antigua and Barbuda,Current account balance,U.S. dollars,Billions,-0.118,-0.234,-0.12,-0.231
ATG,BCA_NGDPD,Antigua and Barbuda,Current account balance,Percent of GDP,,-8.038,-14.56,-7.154,-16.287
ARG,NGDP_R,Argentina,"Gross domestic product, constant prices",National currency,Billions,726.39,707.377,693.224,624.591
ARG,NGDP_RPCH,Argentina,"Gross domestic product, constant prices",Percent change,,2.819,-2.617,-2.001,-9.9
ARG,NGDP,Argentina,"Gross domestic product, current prices",National currency,Billions,"10,660.23","14,744.81","21,802.26","27,481.44"
ARG,NGDPD,Argentina,"Gross domestic product, current prices",U.S. dollars,Billions,643.861,524.431,451.815,389.064
ARG,PPPGDP,Argentina,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"1,039.33","1,036.46","1,033.94",943.733
ARG,NGDP_D,Argentina,"Gross domestic product, deflator",Index,,"1,467.56","2,084.43","3,145.05","4,399.91"
ARG,NGDPRPC,Argentina,"Gross domestic product per capita, constant prices",National currency,Units,"16,492.07","15,898.09","15,425.98","13,761.13"
ARG,NGDPRPPPPC,Argentina,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"23,597.12","22,747.24","22,071.75","19,689.64"
ARG,NGDPPC,Argentina,"Gross domestic product per capita, current prices",National currency,Units,"242,031.43","331,385.00","485,155.34","605,476.78"
ARG,NGDPDPC,Argentina,"Gross domestic product per capita, current prices",U.S. dollars,Units,"14,618.33","11,786.43","10,054.02","8,571.94"
ARG,PPPPC,Argentina,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"23,597.12","23,294.14","23,007.79","20,792.52"
ARG,NGAP_NPGDP,Argentina,Output gap in percent of potential GDP,Percent of potential GDP,,,,,
ARG,PPPSH,Argentina,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,0.849,0.798,0.761,0.707
ARG,PPPEX,Argentina,Implied PPP conversion rate,National currency per current international dollar,,10.257,14.226,21.087,29.12
ARG,NID_NGDP,Argentina,Total investment,Percent of GDP,,18.213,16.614,13.942,16.434
ARG,NGSD_NGDP,Argentina,Gross national savings,Percent of GDP,,13.374,11.449,13.17,17.125
ARG,PCPI,Argentina,"Inflation, average consumer prices",Index,,211.473,283.959,436.015,619.207
ARG,PCPIPCH,Argentina,"Inflation, average consumer prices",Percent change,,25.675,34.277,53.548,42.015
ARG,PCPIE,Argentina,"Inflation, end of period consumer prices",Index,,233.781,345.167,530.979,722.878
ARG,PCPIEPCH,Argentina,"Inflation, end of period consumer prices",Percent change,,24.796,47.646,53.832,36.141
ARG,TM_RPCH,Argentina,Volume of imports of goods and services,Percent change,,14.346,-6.082,-20.997,-10.411
ARG,TMG_RPCH,Argentina,Volume of Imports of goods,Percent change,,14.692,-6.795,-20.724,-10.257
ARG,TX_RPCH,Argentina,Volume of exports of goods and services,Percent change,,-0.25,-0.371,12.239,-12.933
ARG,TXG_RPCH,Argentina,Volume of exports of goods,Percent change,,-0.168,-0.606,12.504,-12.978
ARG,LUR,Argentina,Unemployment rate,Percent of total labor force,,8.35,9.2,9.825,11.55
ARG,LE,Argentina,Employment,Persons,Millions,,n/a,,
ARG,LP,Argentina,Population,Persons,Millions,44.045,44.495,44.939,45.388
ARG,GGR,Argentina,General government revenue,National currency,Billions,"3,670.12","4,940.70","7,261.81","9,198.32"
ARG,GGR_NGDP,Argentina,General government revenue,Percent of GDP,,34.428,33.508,33.308,33.471
ARG,GGX,Argentina,General government total expenditure,National currency,Billions,"4,383.64","5,742.99","8,220.03","11,558.52"
ARG,GGX_NGDP,Argentina,General government total expenditure,Percent of GDP,,41.121,38.949,37.703,42.059
ARG,GGXCNL,Argentina,General government net lending/borrowing,National currency,Billions,-713.525,-802.287,-958.221,"-2,360.20"
ARG,GGXCNL_NGDP,Argentina,General government net lending/borrowing,Percent of GDP,,-6.693,-5.441,-4.395,-8.588
ARG,GGSB,Argentina,General government structural balance,National currency,Billions,-745.562,-694.949,-800.275,"-1,533.51"
ARG,GGSB_NPGDP,Argentina,General government structural balance,Percent of potential GDP,,-7.082,-4.645,-3.613,-5.153
ARG,GGXONLB,Argentina,General government primary net lending/borrowing,National currency,Billions,-450.755,-329.987,-87.646,"-1,697.96"
ARG,GGXONLB_NGDP,Argentina,General government primary net lending/borrowing,Percent of GDP,,-4.228,-2.238,-0.402,-6.179
ARG,GGXWDN,Argentina,General government net debt,National currency,Billions,,,,
ARG,GGXWDN_NGDP,Argentina,General government net debt,Percent of GDP,,,,,
ARG,GGXWDG,Argentina,General government gross debt,National currency,Billions,"6,079.30","12,569.41","19,368.04","28,248.09"
ARG,GGXWDG_NGDP,Argentina,General government gross debt,Percent of GDP,,57.028,85.246,88.835,102.79
ARG,NGDP_FY,Argentina,"Gross domestic product corresponding to fiscal year, current prices",National currency,Billions,"10,660.23","14,744.81","21,802.26","27,481.44"
ARG,BCA,Argentina,Current account balance,U.S. dollars,Billions,-31.151,-27.084,-3.49,2.688
ARG,BCA_NGDPD,Argentina,Current account balance,Percent of GDP,,-4.838,-5.164,-0.772,0.691
ARM,NGDP_R,Armenia,"Gross domestic product, constant prices",National currency,Billions,"3,622.61","3,811.88","4,102.78","3,809.40"
ARM,NGDP_RPCH,Armenia,"Gross domestic product, constant prices",Percent change,,7.518,5.225,7.631,-7.151
ARM,NGDP,Armenia,"Gross domestic product, current prices",National currency,Billions,"5,564.49","6,017.04","6,543.32","6,181.90"
ARM,NGDPD,Armenia,"Gross domestic product, current prices",U.S. dollars,Billions,11.527,12.458,13.619,12.642
ARM,PPPGDP,Armenia,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,35.677,38.443,42.119,39.618
ARM,NGDP_D,Armenia,"Gross domestic product, deflator",Index,,153.605,157.849,159.485,162.28
ARM,NGDPRPC,Armenia,"Gross domestic product per capita, constant prices",National currency,Units,"1,215,847.92","1,283,881.82","1,384,794.29","1,286,268.63"
ARM,NGDPRPPPPC,Armenia,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"11,974.03","12,644.05","13,637.87","12,667.56"
ARM,NGDPPC,Armenia,"Gross domestic product per capita, current prices",National currency,Units,"1,867,598.10","2,026,599.62","2,208,539.41","2,087,358.72"
ARM,NGDPDPC,Armenia,"Gross domestic product per capita, current prices",U.S. dollars,Units,"3,868.91","4,195.96","4,596.86","4,268.55"
ARM,PPPPC,Armenia,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"11,974.03","12,948.04","14,216.24","13,377.10"
ARM,NGAP_NPGDP,Armenia,Output gap in percent of potential GDP,Percent of potential GDP,,,,,
ARM,PPPSH,Armenia,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,0.029,0.03,0.031,0.03
ARM,PPPEX,Armenia,Implied PPP conversion rate,National currency per current international dollar,,155.971,156.518,155.353,156.04
ARM,NID_NGDP,Armenia,Total investment,Percent of GDP,,18.422,22.4,17.409,19.664
ARM,NGSD_NGDP,Armenia,Gross national savings,Percent of GDP,,17.161,15.171,10.352,15.666
ARM,PCPI,Armenia,"Inflation, average consumer prices",Index,,207.522,212.681,215.749,218.396
ARM,PCPIPCH,Armenia,"Inflation, average consumer prices",Percent change,,1.189,2.486,1.443,1.226
ARM,PCPIE,Armenia,"Inflation, end of period consumer prices",Index,,216.803,219.722,221.305,229.594
ARM,PCPIEPCH,Armenia,"Inflation, end of period consumer prices",Percent change,,5.595,1.346,0.72,3.746
ARM,TM_RPCH,Armenia,Volume of imports of goods and services,Percent change,,22.43,14.097,14.026,-31.139
ARM,TMG_RPCH,Armenia,Volume of Imports of goods,Percent change,,27.975,14.28,13.447,-16.879
ARM,TX_RPCH,Armenia,Volume of exports of goods and services,Percent change,,13.409,8.221,18.166,-35.051
ARM,TXG_RPCH,Armenia,Volume of exports of goods,Percent change,,15.666,10.551,23.93,-20.26
ARM,LUR,Armenia,Unemployment rate,Percent of total labor force,,17.8,19,18.3,18.2
ARM,LE,Armenia,Employment,Persons,Millions,,n/a,,
ARM,LP,Armenia,Population,Persons,Millions,2.979,2.969,2.963,2.962
ARM,GGR,Armenia,General government revenue,National currency,Billions,"1,181.99","1,341.69","1,565.49","1,560.66"
ARM,GGR_NGDP,Armenia,General government revenue,Percent of GDP,,21.242,22.298,23.925,25.246
ARM,GGX,Armenia,General government total expenditure,National currency,Billions,"1,448.25","1,447.08","1,629.44","1,894.65"
ARM,GGX_NGDP,Armenia,General government total expenditure,Percent of GDP,,26.027,24.05,24.902,30.648
ARM,GGXCNL,Armenia,General government net lending/borrowing,National currency,Billions,-266.264,-105.394,-63.948,-333.993
ARM,GGXCNL_NGDP,Armenia,General government net lending/borrowing,Percent of GDP,,-4.785,-1.752,-0.977,-5.403
ARM,GGSB,Armenia,General government structural balance,National currency,Billions,,,,
ARM,GGSB_NPGDP,Armenia,General government structural balance,Percent of potential GDP,,,,,
ARM,GGXONLB,Armenia,General government primary net lending/borrowing,National currency,Billions,-146.504,33.621,93.605,-169.382
ARM,GGXONLB_NGDP,Armenia,General government primary net lending/borrowing,Percent of GDP,,-2.633,0.559,1.431,-2.74
ARM,GGXWDN,Armenia,General government net debt,National currency,Billions,,,,
ARM,GGXWDN_NGDP,Armenia,General government net debt,Percent of GDP,,,,,
ARM,GGXWDG,Armenia,General government gross debt,National currency,Billions,"3,279.59","3,348.77","3,512.00","4,164.25"
ARM,GGXWDG_NGDP,Armenia,General government gross debt,Percent of GDP,,58.938,55.655,53.673,67.362
ARM,NGDP_FY,Armenia,"Gross domestic product corresponding to fiscal year, current prices",National currency,Billions,"5,564.49","6,017.04","6,543.32","6,181.90"
ARM,BCA,Armenia,Current account balance,U.S. dollars,Billions,-0.145,-0.901,-0.961,-0.505
ARM,BCA_NGDPD,Armenia,Current account balance,Percent of GDP,,-1.261,-7.228,-7.057,-3.998
ABW,NGDP_R,Aruba,"Gross domestic product, constant prices",National currency,Billions,5.2,5.324,5.201,3.954
ABW,NGDP_RPCH,Aruba,"Gross domestic product, constant prices",Percent change,,0.732,2.382,-2.303,-23.983
ABW,NGDP,Aruba,"Gross domestic product, current prices",National currency,Billions,5.535,5.864,6.078,4.58
ABW,NGDPD,Aruba,"Gross domestic product, current prices",U.S. dollars,Billions,3.092,3.276,3.396,2.559
ABW,PPPGDP,Aruba,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,4.098,4.297,4.273,3.291
ABW,NGDP_D,Aruba,"Gross domestic product, deflator",Index,,106.453,110.155,116.868,115.849
ABW,NGDPRPC,Aruba,"Gross domestic product per capita, constant prices",National currency,Units,"47,822.00","48,883.28","47,628.60","36,411.38"
ABW,NGDPRPPPPC,Aruba,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"37,690.20","38,526.64","37,537.78","28,697.10"
ABW,NGDPPC,Aruba,"Gross domestic product per capita, current prices",National currency,Units,"50,907.77","53,847.16","55,662.40","42,182.34"
ABW,NGDPDPC,Aruba,"Gross domestic product per capita, current prices",U.S. dollars,Units,"28,440.09","30,082.21","31,096.32","23,565.55"
ABW,PPPPC,Aruba,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"37,690.20","39,452.90","39,129.73","30,304.51"
ABW,NGAP_NPGDP,Aruba,Output gap in percent of potential GDP,Percent of potential GDP,,,,,
ABW,PPPSH,Aruba,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,0.003,0.003,0.003,0.002
ABW,PPPEX,Aruba,Implied PPP conversion rate,National currency per current international dollar,,1.351,1.365,1.423,1.392
ABW,NID_NGDP,Aruba,Total investment,Percent of GDP,,,,,
ABW,NGSD_NGDP,Aruba,Gross national savings,Percent of GDP,,21.844,21.694,23.564,9.187
ABW,PCPI,Aruba,"Inflation, average consumer prices",Index,,91.902,95.235,98.986,97.686
ABW,PCPIPCH,Aruba,"Inflation, average consumer prices",Percent change,,-1.028,3.626,3.939,-1.313
ABW,PCPIE,Aruba,"Inflation, end of period consumer prices",Index,,92.548,96.672,100.133,97.062
ABW,PCPIEPCH,Aruba,"Inflation, end of period consumer prices",Percent change,,-0.462,4.456,3.58,-3.067
ABW,TM_RPCH,Aruba,Volume of imports of goods and services,Percent change,,,,,
ABW,TMG_RPCH,Aruba,Volume of Imports of goods,Percent change,,,,,
ABW,TX_RPCH,Aruba,Volume of exports of goods and services,Percent change,,,,,
ABW,TXG_RPCH,Aruba,Volume of exports of goods,Percent change,,,,,
ABW,LUR,Aruba,Unemployment rate,Percent of total labor force,,8.923,7.283,5.2,8.6
ABW,LE,Aruba,Employment,Persons,Millions,,n/a,,
ABW,LP,Aruba,Population,Persons,Millions,0.109,0.109,0.109,0.109
ABW,GGR,Aruba,General government revenue,National currency,Billions,1.216,1.303,1.425,1.1
ABW,GGR_NGDP,Aruba,General government revenue,Percent of GDP,,21.971,22.222,23.445,24.007
ABW,GGX,Aruba,General government total expenditure,National currency,Billions,1.359,1.458,1.44,1.843
ABW,GGX_NGDP,Aruba,General government total expenditure,Percent of GDP,,24.558,24.863,23.688,40.237
ABW,GGXCNL,Aruba,General government net lending/borrowing,National currency,Billions,-0.143,-0.155,-0.015,-0.743
ABW,GGXCNL_NGDP,Aruba,General government net lending/borrowing,Percent of GDP,,-2.587,-2.641,-0.243,-16.23
ABW,GGSB,Aruba,General government structural balance,National currency,Billions,,,,
ABW,GGSB_NPGDP,Aruba,General government structural balance,Percent of potential GDP,,,,,
ABW,GGXONLB,Aruba,General government primary net lending/borrowing,National currency,Billions,0.08,0.066,0.215,-0.509
ABW,GGXONLB_NGDP,Aruba,General government primary net lending/borrowing,Percent of GDP,,1.438,1.132,3.537,-11.112
ABW,GGXWDN,Aruba,General government net debt,National currency,Billions,,,,
ABW,GGXWDN_NGDP,Aruba,General government net debt,Percent of GDP,,,,,
ABW,GGXWDG,Aruba,General government gross debt,National currency,Billions,4.197,4.299,4.319,5.146
ABW,GGXWDG_NGDP,Aruba,General government gross debt,Percent of GDP,,75.825,73.31,71.053,112.339
ABW,NGDP_FY,Aruba,"Gross domestic product corresponding to fiscal year, current prices",National currency,Billions,5.535,5.864,6.078,4.58
ABW,BCA,Aruba,Current account balance,U.S. dollars,Billions,0.03,-0.017,0.088,-0.316
ABW,BCA_NGDPD,Aruba,Current account balance,Percent of GDP,,0.959,-0.53,2.58,-12.363
AUS,NGDP_R,Australia,"Gross domestic product, constant prices",National currency,Billions,"1,962.47","2,017.72","2,057.02","2,019.37"
AUS,NGDP_RPCH,Australia,"Gross domestic product, constant prices",Percent change,,2.381,2.815,1.948,-1.83
AUS,NGDP,Australia,"Gross domestic product, current prices",National currency,Billions,"1,801.91","1,894.11","1,992.28","1,971.04"
AUS,NGDPD,Australia,"Gross domestic product, current prices",U.S. dollars,Billions,"1,381.66","1,417.06","1,385.48","1,360.85"
AUS,PPPGDP,Australia,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"1,229.28","1,294.27","1,343.15","1,335.78"
AUS,NGDP_D,Australia,"Gross domestic product, deflator",Index,,91.818,93.874,96.853,97.606
AUS,NGDPRPC,Australia,"Gross domestic product per capita, constant prices",National currency,Units,"79,262.88","80,239.59","80,602.72","78,787.28"
AUS,NGDPRPPPPC,Australia,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"49,649.84","50,261.65","50,489.11","49,351.93"
AUS,NGDPPC,Australia,"Gross domestic product per capita, current prices",National currency,Units,"72,777.93","75,324.01","78,066.12","76,901.46"
AUS,NGDPDPC,Australia,"Gross domestic product per capita, current prices",U.S. dollars,Units,"55,804.16","56,352.94","54,289.07","53,094.49"
